,complexity,regret,linearity,running time
0,35789,0,0.0,3580.644585609436
1,32419,0,0.0,3265.841874599457
2,27558,0,0.0,2834.6153280735016
3,26056,0,0.0,2691.8727145195007
4,43788,0,0.0,4323.92075419426
5,26821,0,0.0,2799.0212240219116
6,65998,0,0.0,6162.782554626465
7,56875,0,0.0,5482.6187336444855
8,34901,0,0.0,3469.1390058994293
9,54311,0,0.0,5138.200665950775
10,29958,0,0.0,3111.3745687007904
11,37057,0,0.0,3224.7840712070465
12,39332,0,0.0,3421.33261346817
13,42645,0,0.0,3673.498595237732
14,65578,0,0.0,5685.107849121094
15,45140,0,0.0,3958.900916337967
16,37675,0,0.0,3315.7163939476013
17,36654,0,0.0,3114.031617641449
18,30655,0,0.0,2678.194990634918
19,37864,0,0.0,3280.6555349826813
20,36324,0,0.0,3211.2665736675262
21,27743,0,0.0,2407.900005340576
22,30255,0,0.0,2570.5885121822357
23,82974,0,0.0,5306.252212524414
24,24992,0,0.0,2163.782262802124
25,81053,0,0.0,4915.779796123505
26,70219,0,0.0,4529.549960613251
27,41063,0,0.0,2932.6706409454346
28,73894,0,0.0,4320.589004993439
29,38269,0,0.0,2303.9576892852783
30,28438,0,0.0,1725.5808465480804
31,18717,0,0.0,1075.614516735077
32,89818,0,0.0,3857.2505309581757
33,40065,0,0.0,2313.7703449726105
34,30221,0,0.0,1741.5955784320831
35,70944,0,0.0,2764.379315853119
36,37849,0,0.0,1702.297253370285
37,46222,0,0.0,1846.6436007022858
38,34440,0,0.0,1335.3316073417664
39,36320,0,0.0,1311.5515067577362
40,48220,0,0.0,1510.9806580543518
41,36056,0,0.0,878.3521263599396
42,47098,0,0.0,1346.447143793106
43,33211,0,0.0,945.7831466197968
44,32551,0,0.0,977.1449673175812
45,36530,0,0.0,1048.0094044208527
46,47165,0,0.0,1413.3293449878693
47,31292,0,0.0,907.7874639034271
48,49701,0,0.0,1487.5753874778748
49,24884,0,0.0,566.9206318855286
50,28051,0,0.0,801.4521925449371
51,34955,0,0.0,1002.6533288955688
52,52638,0,0.0,1529.2927355766296
53,39321,0,0.0,1171.8038532733917
54,58758,0,0.0,1754.4194729328156
55,25145,0,0.0,720.2913491725922
56,31938,0,0.0,735.331381559372
57,38000,0,0.0,1092.751800775528
58,30721,0,0.0,884.9115455150604
59,52557,0,0.0,1315.2559463977814
60,68190,0,0.0,1941.0606734752655
61,36736,0,0.0,1047.8352749347687
62,36815,0,0.0,1065.3574345111847
63,69477,0,0.0,2005.9929649829865
64,38975,0,0.0,1154.7120234966278
65,26254,0,0.0,783.2602796554565
66,45335,0,0.0,1206.3087317943573
67,49986,0,0.0,1454.2390110492706
68,51091,0,0.0,1472.193977355957
69,44986,0,0.0,1294.9111833572388
70,45680,0,0.0,1305.1438727378845
71,39350,0,0.0,1076.6163556575775
72,35379,0,0.0,1060.9929292201996
73,40852,0,0.0,1208.8897500038147
74,40697,0,0.0,1183.9909296035767
75,62346,0,0.0,1405.4199423789978
76,55616,0,0.0,1570.0666015148163
77,40172,0,0.0,1163.87948012352
78,37259,0,0.0,1092.6060514450073
79,53973,0,0.0,1599.5869748592377
80,29152,0,0.0,878.4762637615204
81,32175,0,0.0,972.5735950469971
82,25323,0,0.0,726.5121912956238
83,35268,0,0.0,1018.6134560108185
84,41817,0,0.0,1238.9040758609772
85,46477,0,0.0,1345.692226409912
86,34778,0,0.0,992.1144716739655
87,36324,0,0.0,839.8912558555603
88,41869,0,0.0,1253.6804647445679
89,36320,0,0.0,1051.2639288902283
90,46757,0,0.0,1354.6232571601868
91,43673,0,0.0,1187.4804604053497
92,29776,0,0.0,863.3493604660034
93,45932,0,0.0,1261.7833442687988
94,39287,0,0.0,890.3666560649872
95,38080,0,0.0,985.3433978557587
96,49432,0,0.0,1121.9515068531036
97,62187,0,0.0,1349.040646314621
98,57966,0,0.0,1212.080067396164
99,57631,0,0.0,1032.4267709255219
