,complexity,regret,linearity,running time
0,159704,0,0.0,10291.59913277626
1,476912,0,0.0,26495.028068065643
2,275984,0,0.0,15066.143467187881
3,397424,0,0.0,24319.944751501083
4,229984,0,0.0,15479.241185426712
5,476912,0,0.0,27685.21584534645
6,191648,0,0.0,12345.983513593674
7,331184,0,0.0,19195.077605485916
8,397424,0,0.0,26650.002997398376
9,191648,0,0.0,10226.278861045837
10,191648,0,0.0,10651.578142642975
11,275984,0,0.0,15018.11172747612
12,331184,0,0.0,20883.993705511093
13,275984,0,0.0,17435.837310552597
14,191648,0,0.0,12998.995067834854
15,191648,0,0.0,12245.61552643776
16,275984,0,0.0,16503.284615039825
17,275984,0,0.0,16168.862072706223
18,159704,0,0.0,10164.600352287292
19,229984,0,0.0,15097.912291526794
20,331184,0,0.0,21500.564829587936
21,191648,0,0.0,11887.492024183273
22,110896,0,0.0,7040.733718395233
23,275984,0,0.0,17976.919835329056
24,191648,0,0.0,13463.097832202911
25,275984,0,0.0,17280.74106693268
26,229984,0,0.0,15170.236474990845
27,191648,0,0.0,11909.863092184067
28,159704,0,0.0,10732.878239393234
29,229984,0,0.0,15829.33974814415
30,476912,0,0.0,29040.026684761047
31,191648,0,0.0,10304.192844629288
32,275984,0,0.0,15829.347525596619
33,331184,0,0.0,20585.14922976494
34,229984,0,0.0,15420.514792203903
35,229984,0,0.0,15259.885812282562
36,191648,0,0.0,12397.383293151855
37,229984,0,0.0,16298.68971657753
38,275984,0,0.0,17740.57029747963
39,275984,0,0.0,15200.91369843483
40,159704,0,0.0,10218.454864263535
41,191648,0,0.0,12065.127974271774
42,191648,0,0.0,12605.706297397614
43,331184,0,0.0,23164.30015015602
44,159704,0,0.0,11094.493205308914
45,229984,0,0.0,16027.807833433151
46,229984,0,0.0,14945.232382297516
47,397424,0,0.0,22449.062454223633
48,572296,0,0.0,35405.208656311035
49,476912,0,0.0,30504.41413283348
50,1186744,0,0.0,50967.63158106804
51,229984,0,0.0,12612.697945356369
52,397424,0,0.0,27022.323092222214
53,229984,0,0.0,13896.312907218933
54,275984,0,0.0,18523.355583429337
55,397424,0,0.0,26000.840299367905
56,229984,0,0.0,15204.811659812927
57,229984,0,0.0,15351.605207681656
58,275984,0,0.0,18620.819103240967
59,159704,0,0.0,11117.686290025711
60,229984,0,0.0,14775.943560361862
61,159704,0,0.0,9997.899406433105
62,229984,0,0.0,16040.873139381409
63,331184,0,0.0,18731.906544923782
64,229984,0,0.0,13803.23597073555
65,397424,0,0.0,27078.240951776505
66,229984,0,0.0,15205.290328264236
67,229984,0,0.0,14385.207787513733
68,397424,0,0.0,24105.223524332047
69,331184,0,0.0,20999.235530614853
70,229984,0,0.0,15154.46638584137
71,229984,0,0.0,16660.4365940094
72,191648,0,0.0,12586.207127571106
73,275984,0,0.0,19003.66438126564
74,191648,0,0.0,12988.077810764313
75,331184,0,0.0,19901.103899478912
76,191648,0,0.0,13760.263497591019
77,331184,0,0.0,19245.751356363297
78,191648,0,0.0,11897.65759062767
79,686760,0,0.0,37046.781140089035
80,824120,0,0.0,35167.32944536209
81,229984,0,0.0,15465.732160568237
82,229984,0,0.0,12514.350774765015
83,229984,0,0.0,15756.460269927979
84,275984,0,0.0,17090.19748044014
85,191648,0,0.0,13006.017787218094
86,110896,0,0.0,7345.802647352219
87,191648,0,0.0,12731.118677139282
88,133080,0,0.0,8704.088341236115
89,229984,0,0.0,14743.838821411133
90,229984,0,0.0,15832.750262498856
91,229984,0,0.0,15592.491890192032
92,275984,0,0.0,17792.79878950119
93,159704,0,0.0,9753.682518482208
94,275984,0,0.0,15128.492274284363
95,191648,0,0.0,11304.989117622375
96,229984,0,0.0,14585.349411964417
97,1424096,0,0.0,33788.29846739769
98,476912,0,0.0,15156.49005651474
99,229984,0,0.0,10015.697678804398
