,complexity,regret,linearity,running time
0,371,0,1.0,8.09576940536499
1,226,0,1.0,5.36870813369751
2,394,0,1.0,8.944929122924805
3,1086,0,1.0,25.862797260284424
4,774,0,1.0,18.13778829574585
5,913,0,1.0,21.439723253250122
6,527,0,1.0,12.163928508758545
7,462,0,1.0,10.698039531707764
8,185,0,1.0,4.122257232666016
9,193,0,1.0,4.446780204772949
10,399,0,1.0,9.335342645645142
11,185,0,1.0,4.166866302490234
12,516,0,1.0,12.057161569595337
13,134,0,1.0,3.064814805984497
14,135,0,1.0,2.798492431640625
15,72,0,1.0,1.543504238128662
16,753,0,1.0,17.468916177749634
17,262,0,1.0,6.055621147155762
18,99,0,1.0,2.1581053733825684
19,817,0,1.0,19.20225167274475
20,574,0,1.0,12.845078945159912
21,415,0,1.0,9.888875484466553
22,705,0,1.0,16.074315071105957
23,964,0,1.0,22.52724862098694
24,588,0,1.0,13.976030111312866
25,996,0,1.0,24.350026607513428
26,930,0,1.0,21.84116768836975
27,85,0,1.0,1.9668550491333008
28,109,0,1.0,2.38948392868042
29,361,0,1.0,8.718979835510254
30,704,0,1.0,15.62290096282959
31,143,0,1.0,3.1366875171661377
32,117,0,1.0,2.5900745391845703
33,798,0,1.0,18.544185638427734
34,433,0,1.0,9.967559337615967
35,1044,0,1.0,22.996174335479736
36,349,0,1.0,8.184830904006958
37,489,0,1.0,11.849267959594727
38,458,0,1.0,10.253917217254639
39,635,0,1.0,15.77132511138916
40,816,0,1.0,18.76876997947693
41,1043,0,1.0,24.75071430206299
42,706,0,1.0,16.390459537506104
43,340,0,1.0,7.589343070983887
44,270,0,1.0,5.970644235610962
45,571,0,1.0,13.224102973937988
46,562,0,1.0,13.649755716323853
47,585,0,1.0,14.731238842010498
48,1512,0,1.0,35.24511742591858
49,255,0,1.0,5.673143625259399
50,959,0,1.0,21.246793031692505
51,268,0,1.0,6.359013319015503
52,812,0,1.0,18.288184642791748
53,232,0,1.0,5.49099588394165
54,604,0,1.0,13.905677795410156
55,325,0,1.0,7.481487274169922
56,988,0,1.0,22.982118606567383
57,756,0,1.0,18.21629762649536
58,401,0,1.0,9.509576797485352
59,158,0,1.0,3.6311724185943604
60,774,0,1.0,17.788785457611084
61,574,0,1.0,13.757815837860107
62,270,0,1.0,6.00128436088562
63,944,0,1.0,22.25148034095764
64,814,0,1.0,18.93161964416504
65,581,0,1.0,13.503777027130127
66,360,0,1.0,8.186153411865234
67,568,0,1.0,12.355217695236206
68,316,0,1.0,7.307064771652222
69,856,0,1.0,19.152384042739868
70,361,0,1.0,8.235013484954834
71,1492,0,1.0,36.560890674591064
72,1633,0,1.0,38.167888879776
73,188,0,1.0,4.21169376373291
74,477,0,1.0,11.065631866455078
75,383,0,1.0,8.791953325271606
76,1475,0,1.0,32.84481930732727
77,301,0,1.0,6.88944673538208
78,127,0,1.0,2.8118276596069336
79,1390,0,1.0,32.57843518257141
80,579,0,1.0,13.07067084312439
81,408,0,1.0,9.474169731140137
82,545,0,1.0,12.62580919265747
83,514,0,1.0,11.814404010772705
84,225,0,1.0,5.1107177734375
85,504,0,1.0,11.576400995254517
86,754,0,1.0,17.20741081237793
87,1321,0,1.0,31.133234977722168
88,1022,0,1.0,24.042904138565063
89,718,0,1.0,16.93061923980713
90,370,0,1.0,8.36888837814331
91,1243,0,1.0,29.051790237426758
92,252,0,1.0,5.6821417808532715
93,1102,0,1.0,25.653877019882202
94,824,0,1.0,19.072606325149536
95,249,0,1.0,5.435133457183838
96,165,0,1.0,3.796894073486328
97,372,0,1.0,8.603818655014038
98,171,0,1.0,3.5847630500793457
99,861,0,1.0,19.845133781433105
100,278,0,1.0,6.197104215621948
101,539,0,1.0,12.917668104171753
102,155,0,1.0,3.535170078277588
103,250,0,1.0,5.394906044006348
104,1572,0,1.0,37.058926820755005
105,1344,0,1.0,32.663909673690796
106,267,0,1.0,6.316972732543945
107,687,0,1.0,16.848183155059814
108,231,0,1.0,4.5322043895721436
109,1226,0,1.0,28.79785919189453
110,973,0,1.0,22.707453727722168
111,1312,0,1.0,31.077910900115967
112,629,0,1.0,13.764103651046753
113,549,0,1.0,13.351062297821045
114,344,0,1.0,7.954331159591675
115,478,0,1.0,10.951236724853516
116,104,0,1.0,2.2399306297302246
117,630,0,1.0,14.394131422042847
118,699,0,1.0,16.226642847061157
119,118,0,1.0,2.7966012954711914
120,816,0,1.0,18.717163562774658
121,1113,0,1.0,24.811692237854004
122,460,0,1.0,10.58844542503357
123,440,0,1.0,10.172977209091187
124,1300,0,1.0,29.98762035369873
125,545,0,1.0,12.592261552810669
126,354,0,1.0,8.386180639266968
127,234,0,1.0,5.120539426803589
128,94,0,1.0,2.0106747150421143
129,65,0,1.0,1.3185937404632568
130,532,0,1.0,12.20664930343628
131,218,0,1.0,4.968956470489502
132,356,0,1.0,8.230820417404175
133,150,0,1.0,3.3552138805389404
134,737,0,1.0,16.824617862701416
135,885,0,1.0,20.480714082717896
136,269,0,1.0,6.059014081954956
137,874,0,1.0,19.52743697166443
138,272,0,1.0,5.999162912368774
139,638,0,1.0,14.747865200042725
140,518,0,1.0,12.126728296279907
141,269,0,1.0,6.074794769287109
142,248,0,1.0,5.594623565673828
143,1073,0,1.0,25.039064168930054
144,389,0,1.0,9.03944706916809
145,144,0,1.0,2.974611520767212
146,719,0,1.0,15.779659032821655
147,473,0,1.0,10.92638087272644
148,842,0,1.0,19.489155292510986
149,182,0,1.0,4.2576210498809814
150,349,0,1.0,8.251708984375
151,492,0,1.0,10.910471439361572
152,549,0,1.0,12.710696935653687
153,282,0,1.0,6.3280394077301025
154,604,0,1.0,14.317627429962158
155,1476,0,1.0,35.339717864990234
156,321,0,1.0,6.814570665359497
157,467,0,1.0,10.652204990386963
158,979,0,1.0,23.564969778060913
159,603,0,1.0,13.775669574737549
160,762,0,1.0,16.705065965652466
161,661,0,1.0,14.2925865650177
162,553,0,1.0,12.300051212310791
163,578,0,1.0,13.538722276687622
164,894,0,1.0,20.82069754600525
